StandID,Year,Species,Ags Ugs,DBH,TPA,Total Plots
B9,2021,316,AGS,68.9,12.31447182,15
B9,2021,316,AGS,46.9,26.57715857,15
B9,2021,316,UGS,62,15.20795623,15
B9,2021,261,AGS,41.1,34.60752882,15
B9,2021,261,AGS,64.8,13.92208308,15
B9,2021,261,AGS,18.2,176.4864864,15
B9,2021,371,AGS,29.5,67.1753907,15
B9,2021,261,AGS,26.1,85.81697825,15
B9,2021,316,AGS,45.5,28.23783782,15
B9,2021,316,AGS,41.2,34.43973499,15
B9,2021,371,UGS,22.3,117.5559206,15
B9,2021,531,UGS,25.2,92.05622284,15
B9,2021,531,UGS,28.6,71.46973416,15
B9,2021,261,AGS,41.5,33.94361083,15
B9,2021,316,AGS,43.4,31.03664537,15
B9,2021,97,AGS,48.2,25.16286899,15
B9,2021,261,AGS,54.9,19.39588248,15
B9,2021,261,AGS,55.8,18.77525461,15
B9,2021,316,AGS,35.9,45.35919472,15
B9,2021,261,AGS,33.8,51.17063807,15
B9,2021,261,AGS,29.2,68.56279761,15
B9,2021,316,AGS,33.1,53.35784061,15
B9,2021,316,AGS,24.8,95.04972645,15
B9,2021,531,UGS,44.4,29.65434205,15
B9,2021,261,AGS,35.3,46.91425479,15
B9,2021,261,AGS,74.2,10.6180905,15
B9,2021,261,AGS,52.1,21.53668155,15
N11,2021,318,AGS,25.7,88.50911256,21
N11,2021,318,AGS,35.6,46.12689666,21
N11,2021,531,UGS,21.5,126.4670281,21
N11,2021,318,AGS,22.7,113.4494823,21
N11,2021,531,UGS,40.4,35.81718934,21
N11,2021,318,AGS,24.9,94.28780786,21
N11,2021,318,UGS,18.9,163.6555073,21
N11,2021,318,UGS,18.2,176.4864864,21
N11,2021,318,UGS,13.4,325.5701924,21
N11,2021,371,AGS,52.4,21.29078425,21
N12,2021,371,AGS,32.6,55.0071359,21
N12,2021,371,AGS,28.5,71.97215605,21
N12,2021,371,AGS,38.4,39.64530691,21
N12,2021,371,AGS,41.1,34.60752882,21
N12,2021,316,UGS,36.7,43.40323542,21
N12,2021,318,AGS,36.1,44.857992,21
N12,2021,318,UGS,32.2,56.38226125,21
N12,2021,371,AGS,34.9,47.99581592,21
N12,2021,531,UGS,7.6,1012.108444,21
N12,2021,371,AGS,25.6,89.20194054,21
N12,2021,316,AGS,28.3,72.99302495,21
N12,2021,316,AGS,25.5,89.90293541,21
N12,2021,318,AGS,39.4,37.65839351,21
N12,2021,531,UGS,30.3,63.67500327,21
N12,2021,318,UGS,32.5,55.34616213,21
N12,2021,531,UGS,52.5,21.20975374,21
N12,2021,97,AGS,11,483.1354029,21
N12,2021,318,AGS,37.2,42.24432286,21
N12,2021,531,UGS,20.2,143.2687574,21
N12,2021,371,UGS,37.6,41.35028842,21
N12,2021,316,UGS,36.8,43.16766877,21
N12,2021,318,AGS,22.8,112.4564938,21
N12,2021,97,AGS,15.3,249.7303762,21
N11,2021,371,AGS,34.2,49.98066393,21
N11,2021,531,UGS,22.2,118.6173682,21
N11,2021,371,AGS,40.7,35.29111782,21
N11,2021,531,UGS,26.4,83.87767412,21
N11,2021,318,AGS,52.3,21.37228,21
N11,2021,318,AGS,35.3,46.91425479,21
N11,2021,318,AGS,32.8,54.33836235,21
N11,2021,318,AGS,31.9,57.44772924,21
N11,2021,371,UGS,47.8,25.58576695,21
N11,2021,318,AGS,40.1,36.35511207,21
N11,2021,318,UGS,26.9,80.78852386,21
N11,2021,318,AGS,18.9,163.6555073,21
N11,2021,318,AGS,22.6,114.4556812,21
N11,2021,318,AGS,28.9,69.99363484,21
N11,2021,318,AGS,26.4,83.87767412,21
N11,2021,318,AGS,46.4,27.15302827,21
N11,2021,531,UGS,30.2,64.0973902,21
N11,2021,531,UGS,22.3,117.5559206,21
N11,2021,318,AGS,36.7,43.40323542,21
N11,2021,318,AGS,33.6,51.78162535,21
N11,2021,531,UGS,14.8,266.8890785,21
N11,2021,531,AGS,26.9,80.78852386,21
N11,2021,531,UGS,36.1,44.857992,21
N11,2021,318,AGS,25.5,89.90293541,21
N11,2021,531,AGS,8.4,828.5060056,21
N11,2021,318,AGS,42.4,32.51790214,21
N11,2021,318,AGS,24.3,99.00147971,21
N11,2021,318,AGS,27.1,79.60047351,21
N11,2021,371,AGS,42.4,32.51790214,21
N11,2021,318,UGS,30.4,63.25677778,21
B3,2021,97,AGS,21.3,128.8531459,21
B3,2021,261,AGS,25.6,89.20194054,21
B3,2021,261,AGS,19.9,147.6209786,21
B3,2021,261,AGS,32.8,54.33836235,21
B3,2021,261,AGS,40.3,35.99516268,21
B3,2021,261,AGS,33.8,51.17063807,21
B3,2021,261,AGS,73.9,10.7044746,21
B3,2021,261,AGS,53.4,20.50084296,21
B3,2021,261,AGS,28.7,70.97255491,21
B3,2021,261,AGS,49.5,23.85853842,21
B3,2021,261,AGS,56.2,18.50894231,21
B3,2021,261,AGS,18,180.4301968,21
B3,2021,261,AGS,77,9.859906182,21
B3,2021,261,AGS,60,16.23871771,21
B3,2021,261,AGS,15.1,256.3895608,21
B3,2021,261,AGS,37.2,42.24432286,21
B3,2021,261,AGS,48.5,24.85253853,21
B3,2021,261,AGS,23.2,108.6121131,21
B3,2021,261,AGS,47.6,25.80122509,21
B3,2021,261,AGS,30.4,63.25677778,21
B3,2021,261,AGS,51.9,21.70298735,21
B3,2021,261,AGS,59.8,16.34751953,21
B3,2021,261,AGS,59.1,16.73706378,21
B3,2021,261,AGS,34.8,48.27205027,21
B3,2021,261,AGS,51.2,22.30048514,21
B3,2021,261,AGS,48,25.37299642,21
B3,2021,261,AGS,56.7,18.18394525,21
B3,2021,261,AGS,15.9,231.2384152,21
B3,2021,261,AGS,59.9,16.29298239,21
B3,2021,261,AGS,42.6,32.21328647,21
B3,2021,261,AGS,30.9,61.22619553,21
B3,2021,261,AGS,25.8,87.82432509,21
B3,2021,261,AGS,52.3,21.37228,21
B3,2021,261,AGS,45.1,28.74095199,21
B3,2021,261,AGS,19.3,156.9421562,21
B3,2021,261,AGS,21.5,126.4670281,21
B3,2021,261,AGS,21.2,130.0716086,21
B3,2021,261,AGS,45.9,27.74781957,21
B3,2021,261,AGS,67,13.0228077,21
B3,2021,261,AGS,12.7,362.4489042,21
B3,2021,261,AGS,28.6,71.46973416,21
B3,2021,261,AGS,28.6,71.46973416,21
B3,2021,261,AGS,22.6,114.4556812,21
B3,2021,261,AGS,30.4,63.25677778,21
B3,2021,261,AGS,20.3,141.8607191,21
B3,2021,261,AGS,65.3,13.70969744,21
B3,2021,261,AGS,47.7,25.69315725,21
B3,2021,261,AGS,41.5,33.94361083,21
B3,2021,261,AGS,49.8,23.57195197,21
B3,2021,261,AGS,30.9,61.22619553,21
B3,2021,261,AGS,27.7,76.1894248,21
B3,2021,261,AGS,17.3,195.3268861,21
B3,2021,261,AGS,50.9,22.5641339,21
B3,2021,261,AGS,48.8,24.54791376,21
B3,2021,261,AGS,65.5,13.62610192,21
B3,2021,261,AGS,43.4,31.03664537,21
B3,2021,261,AGS,16.6,212.1475677,21
B3,2021,261,AGS,60.6,15.91875082,21
B3,2021,261,AGS,55.2,19.18563056,21
B3,2021,261,AGS,38.7,39.03303337,21
B3,2021,261,AGS,36.2,44.6105001,21
B3,2021,261,AGS,53.6,20.34813703,21
B3,2021,261,AGS,29.9,65.39007814,21
B3,2021,261,AGS,48.9,24.44761596,21
B3,2021,261,AGS,31.8,57.80960381,21
B3,2021,261,AGS,25.3,91.32994384,21
B3,2021,261,AGS,44.9,28.99756636,21
B3,2021,316,AGS,26.4,83.87767412,21
B3,2021,316,AGS,43.2,31.32468694,21
B3,2021,316,AGS,36.7,43.40323542,21
B3,2021,371,AGS,23.2,108.6121131,21
B3,2021,375,AGS,28.1,74.03576924,21
B3,2021,375,AGS,19.9,147.6209786,21
B3,2021,541,AGS,38.2,40.06152775,21
B3,2021,541,AGS,46.7,26.80528764,21
B3,2021,541,AGS,22.6,114.4556812,21
B6,2021,97,AGS,55.6,18.91057132,21
B6,2021,261,AGS,37.7,41.13121443,21
B6,2021,261,AGS,39.7,37.09139945,21
B6,2021,261,AGS,45.1,28.74095199,21
B6,2021,261,AGS,63.8,14.36193231,21
B6,2021,261,AGS,26.7,82.00337184,21
B6,2021,261,AGS,28.7,70.97255491,21
B6,2021,261,AGS,40.6,35.46517979,21
B6,2021,261,AGS,27.5,77.30166447,21
B6,2021,261,AGS,14.2,289.9195782,21
B6,2021,261,AGS,17,202.2816047,21
B6,2021,261,AGS,45.6,28.11412346,21
B6,2021,261,AGS,59.9,16.29298239,21
B6,2021,261,AGS,47.2,26.24038699,21
B6,2021,261,AGS,47.8,25.58576695,21
B6,2021,261,AGS,39.3,37.85028311,21
B6,2021,261,AGS,17,202.2816047,21
B6,2021,261,AGS,27.6,76.74252226,21
B6,2021,261,AGS,26.5,83.24582948,21
B6,2021,261,AGS,40.4,35.81718934,21
B6,2021,261,AGS,54.4,19.75406296,21
B6,2021,261,AGS,67.9,12.6798666,21
B6,2021,261,AGS,44.4,29.65434205,21
B6,2021,261,AGS,31.3,59.67130802,21
B6,2021,261,AGS,50.2,23.19779994,21
B6,2021,261,AGS,57.8,17.49840871,21
B6,2021,261,AGS,44.3,29.78837281,21
B6,2021,261,AGS,57.3,17.80512344,21
B6,2021,261,AGS,49.1,24.24885568,21
B6,2021,261,AGS,20.3,141.8607191,21
B3,2021,97,AGS,33,53.68171144,21
B3,2021,97,AGS,43.3,31.18016724,21
B3,2021,261,AGS,42.5,32.36505675,21
B3,2021,261,AGS,21.4,127.6517245,21
B3,2021,261,AGS,13.2,335.5106965,21
B3,2021,261,AGS,37.4,41.79371998,21
B3,2021,261,AGS,60.1,16.18472367,21
B3,2021,261,AGS,11,483.1354029,21
B3,2021,261,AGS,17.9,182.4518079,21
B3,2021,261,AGS,12.7,362.4489042,21
B3,2021,261,AGS,15.3,249.7303762,21
B3,2021,261,AGS,23.6,104.961548,21
B3,2021,261,AGS,54.2,19.90011838,21
B3,2021,261,AGS,15.5,243.3272997,21
B3,2021,261,AGS,52.7,21.04907437,21
B3,2021,261,AGS,51,22.47573385,21
B3,2021,261,AGS,19.2,158.5812276,21
B3,2021,316,AGS,15.5,243.3272997,21
B3,2021,316,AGS,54.9,19.39588248,21
B3,2021,316,AGS,29,69.51175238,21
B3,2021,316,AGS,31.1,60.44125242,21
B3,2021,316,AGS,37,42.70225256,21
B3,2021,318,AGS,18.2,176.4864864,21
B3,2021,371,AGS,25.2,92.05622284,21
B3,2021,371,AGS,34.3,49.68965631,21
B3,2021,371,AGS,15.6,240.2177176,21
B3,2021,541,AGS,33.9,50.86919167,21
B3,2021,541,AGS,59.4,16.56842946,21
B3,2021,731,AGS,36.8,43.16766877,21
B6,2021,12,AGS,30.6,62.43259404,21
B6,2021,97,AGS,42.2,32.8268591,21
B6,2021,97,AGS,36.1,44.857992,21
B6,2021,97,AGS,32.3,56.03368551,21
B6,2021,261,AGS,28.9,69.99363484,21
B6,2021,261,AGS,13.4,325.5701924,21
B6,2021,261,AGS,25.7,88.50911256,21
B6,2021,261,AGS,17.5,190.8877837,21
B6,2021,261,AGS,28.6,71.46973416,21
B6,2021,261,AGS,34.8,48.27205027,21
B6,2021,261,AGS,44.7,29.25763292,21
B6,2021,316,AGS,57.4,17.74313873,21
B6,2021,316,AGS,57.4,17.74313873,21
B6,2021,316,AGS,37,42.70225256,21
B6,2021,316,AGS,42.5,32.36505675,21
B6,2021,318,AGS,28.6,71.46973416,21
B6,2021,318,AGS,66.1,13.37985214,21
B6,2021,318,AGS,33.7,51.47477195,21
B6,2021,541,AGS,66.7,13.14021784,21
B6,2021,541,AGS,42.1,32.98299138,21
B6,2021,316,AGS,27.8,75.64228528,21
B3,2021,261,AGS,24.7,95.82091782,21
B3,2021,316,AGS,24.8,95.04972645,21
B3,2021,316,AGS,30.1,64.52399394,21
B3,2021,316,AGS,53,20.81145737,21
B3,2021,316,AGS,30.8,61.62441364,21
B3,2021,318,AGS,36.9,42.9340147,21
B3,2021,371,AGS,15.4,246.4976546,21
B6,2021,261,AGS,47.8,25.58576695,21
B6,2021,261,AGS,50.4,23.01405571,21
B6,2021,261,AGS,35.8,45.61295196,21
B6,2021,261,AGS,41.2,34.43973499,21
B6,2021,316,AGS,45.3,28.48772898,21
B6,2021,541,AGS,28.3,72.99302495,21
B3,2021,531,AGS,10.3,551.0357598,21
B3,2021,97,AGS,26.6,82.62109751,21
B3,2021,261,AGS,13.4,325.5701924,21
B3,2021,316,AGS,48.5,24.85253853,21
B3,2021,316,AGS,43,31.61675703,21
B3,2021,316,AGS,31.4,59.2918412,21
B6,2021,97,AGS,35.1,47.45041335,21
B6,2021,97,AGS,43.1,31.47021374,21
B6,2021,261,AGS,74.4,10.56108072,21
B6,2021,316,AGS,45.9,27.74781957,21
B6,2021,316,AGS,37.3,42.01811538,21
B6,2021,316,AGS,42.7,32.06258124,21
B3,2021,316,AGS,49.8,23.57195197,21
B3,2021,316,AGS,25.1,92.79119975,21
B3,2021,316,AGS,56.8,18.11997364,21
B3,2021,316,AGS,33.2,53.03689192,21
B3,2021,318,AGS,24.7,95.82091782,21
B3,2021,541,AGS,52.8,20.96941853,21
B3,2021,97,UGS,13.2,335.5106965,21
B3,2021,261,UGS,7.2,1127.68873,21
B3,2021,316,UGS,12.6,368.2248914,21
B3,2021,371,UGS,17.9,182.4518079,21
B3,2021,761,UGS,10.3,551.0357598,21
B3,2021,761,UGS,13.4,325.5701924,21
B6,2021,316,UGS,24.6,96.60153307,21
B6,2021,371,UGS,42,33.14024022,21
B6,2021,316,UGS,19.3,156.9421562,21
B6,2021,541,UGS,38.7,39.03303337,21
B3,2021,97,UGS,21.1,131.3074364,21
B3,2021,261,UGS,15.2,253.0271111,21
B3,2021,316,UGS,19.9,147.6209786,21
B3,2021,316,UGS,12.9,351.2973004,21
B3,2021,316,UGS,27.4,77.86693984,21
B3,2021,316,UGS,31.6,58.54368666,21
B3,2021,316,UGS,52.4,21.29078425,21
B3,2021,316,UGS,23.7,104.0776652,21
B3,2021,371,UGS,24.8,95.04972645,21
B6,2021,261,UGS,13.6,316.0650073,21
B6,2021,316,UGS,27.6,76.74252226,21
B6,2021,318,UGS,63.2,14.63592167,21
B6,2021,371,UGS,36,45.10754919,21
B6,2021,371,UGS,37.9,40.69825729,21
B6,2021,371,UGS,41.5,33.94361083,21
B3,2021,261,UGS,12.5,374.140056,21
B3,2021,316,UGS,26.9,80.78852386,21
B3,2021,316,UGS,46.9,26.57715857,21
B6,2021,316,UGS,36.3,44.36505077,21
B3,2021,261,UGS,20,146.1484594,21
B3,2021,318,UGS,54.9,19.39588248,21
B3,2021,371,UGS,23.6,104.961548,21
B3,2021,371,UGS,35.8,45.61295196,21
B3,2021,371,UGS,30.8,61.62441364,21
B3,2021,531,UGS,32.1,56.73409978,21
B6,2021,316,UGS,67,13.0228077,21
B6,2021,316,UGS,32.8,54.33836235,21
B6,2021,316,UGS,50.2,23.19779994,21
B6,2021,316,UGS,22.7,113.4494823,21
B6,2021,318,UGS,57.9,17.43801735,21
B6,2021,541,UGS,32.9,54.00853997,21
B3,2021,371,UGS,25.8,87.82432509,21
B6,2021,316,UGS,71.3,11.4993998,21
B6,2021,316,UGS,47.9,25.47904854,21
B6,2021,316,UGS,31,60.83182493,21
B6,2021,541,UGS,42.3,32.67183282,21
B6,2021,541,UGS,45.7,27.99122033,21
B6,2021,541,UGS,42.8,31.91293113,21
B3,2021,531,UGS,13.4,325.5701924,21
B3,2021,531,UGS,38.4,39.64530691,21
B3,2021,531,UGS,21.8,123.0102343,21
B3,2021,531,UGS,36,45.10754919,21
B6,2021,531,UGS,19.6,152.1745725,21
B6,2021,531,UGS,10.7,510.606898,21
B6,2021,531,UGS,14.5,278.0470095,21
B3,2021,531,UGS,9.7,621.3134632,21
B3,2021,531,UGS,12,405.9679427,21
B3,2021,531,UGS,7.8,960.8708704,21
B3,2021,531,UGS,49.8,23.57195197,21
B3,2021,531,UGS,10.3,551.0357598,21
B3,2021,531,UGS,12.2,392.7666202,21
B3,2021,531,UGS,41.9,33.29861629,21
B3,2021,531,UGS,29.9,65.39007814,21
B3,2021,531,UGS,51.7,21.87122693,21
B3,2021,531,UGS,41.8,33.4581304,21
B3,2021,531,UGS,23,110.509232,21
B3,2021,531,UGS,31.1,60.44125242,21
B3,2021,531,UGS,40,36.53711485,21
B3,2021,531,UGS,43.8,30.47235449,21
B3,2021,531,UGS,27.4,77.86693984,21
B3,2021,531,UGS,34.5,49.11521424,21
B3,2021,531,UGS,54.9,19.39588248,21
B3,2021,531,UGS,23.9,102.3430678,21
B3,2021,531,UGS,29.3,68.09559081,21
B3,2021,531,UGS,29.5,67.1753907,21
B3,2021,531,UGS,46.2,27.38862828,21
B3,2021,531,UGS,38.3,39.85260228,21
B3,2021,531,UGS,40.3,35.99516268,21
B6,2021,531,UGS,24.1,100.651476,21
B6,2021,531,UGS,24,101.4919857,21
B6,2021,531,UGS,33.9,50.86919167,21
B6,2021,531,UGS,41.7,33.61879346,21
B6,2021,531,UGS,24.1,100.651476,21
B6,2021,531,UGS,12.9,351.2973004,21
B6,2021,531,UGS,12.9,351.2973004,21
B6,2021,531,UGS,25.2,92.05622284,21
B6,2021,531,UGS,23.9,102.3430678,21
N6,2021,12,AGS,14.9,263.3186962,15
N6,2021,12,AGS,18.6,168.9772915,15
N6,2021,12,AGS,21.7,124.1465815,15
N6,2021,12,AGS,27,80.19119856,15
N6,2021,12,AGS,19.7,150.6335741,15
N6,2021,12,AGS,25.3,91.32994384,15
N6,2021,12,AGS,23.6,104.961548,15
N6,2021,12,AGS,26.9,80.78852386,15
N6,2021,12,AGS,17.9,182.4518079,15
N6,2021,12,AGS,21.5,126.4670281,15
N6,2021,12,AGS,18.9,163.6555073,15
N6,2021,12,AGS,23.4,106.76343,15
N6,2021,12,AGS,25.9,87.1474542,15
N6,2021,12,AGS,22,120.7838507,15
N6,2021,12,AGS,14.2,289.9195782,15
N6,2021,12,AGS,14.9,263.3186962,15
N6,2021,12,AGS,17.3,195.3268861,15
N6,2021,12,AGS,17.5,190.8877837,15
N6,2021,12,AGS,14,298.262162,15
N6,2021,12,AGS,15,259.8194833,15
N6,2021,12,AGS,12.6,368.2248914,15
N6,2021,12,AGS,23.3,107.6818209,15
N6,2021,12,AGS,20.7,136.4311507,15
N6,2021,12,AGS,18.1,178.4420004,15
N6,2021,12,AGS,24.5,97.39172637,15
N6,2021,12,AGS,14.2,289.9195782,15
N6,2021,12,AGS,13.4,325.5701924,15
N6,2021,12,AGS,15.8,234.1747466,15
N6,2021,97,AGS,19.9,147.6209786,15
N6,2021,97,AGS,9.9,596.4634604,15
N6,2021,97,AGS,27.2,79.01625183,15
N6,2021,97,AGS,21.6,125.2987478,15
N6,2021,97,AGS,13,345.9135133,15
N6,2021,97,AGS,20.9,133.8325216,15
N6,2021,97,AGS,20.9,133.8325216,15
N7,2021,12,AGS,12.1,399.285457,15
N7,2021,12,AGS,18.9,163.6555073,15
N7,2021,12,AGS,15.2,253.0271111,15
N7,2021,12,AGS,17.3,195.3268861,15
N7,2021,12,AGS,22.1,119.6932572,15
N7,2021,12,AGS,23.5,105.8567383,15
N7,2021,12,AGS,17.2,197.6047315,15
N7,2021,12,AGS,13.5,320.7647943,15
N7,2021,12,AGS,15.8,234.1747466,15
N7,2021,12,AGS,18.4,172.6706751,15
N7,2021,12,AGS,14.5,278.0470095,15
N7,2021,12,AGS,21.1,131.3074364,15
N7,2021,12,AGS,18.9,163.6555073,15
N7,2021,12,AGS,25.5,89.90293541,15
N7,2021,12,AGS,28.2,73.51162385,15
N7,2021,12,AGS,22.5,115.4753259,15
N7,2021,12,AGS,28.7,70.97255491,15
N7,2021,12,AGS,16.1,225.529045,15
